Date,Rate,High (est),Low (est)
2008-10-15,3040.61401367,3098.03930664,3087.70019531
2008-10-16,3069.78393555,3080.3347168,3051.4621582
2008-10-17,3007.02026367,3041.54516602,3069.25048828
2008-10-19,2982.0402832,2988.05053711,3018.7890625
2008-10-20,2982.0402832,2988.05053711,3018.7890625
2008-10-21,2926.21728516,2924.3840332,2956.40551758
2008-10-22,2901.32397461,2871.96240234,2934.15039062
2008-10-23,2944.59545898,2896.60009766,2943.78369141
2008-10-24,2925.72363281,2984.9440918,2965.58984375
2008-10-26,2882.07202148,2865.03125,2925.99267578
2008-10-27,2882.07202148,2865.03125,2925.99267578
2008-10-28,2949.66064453,2879.23657227,2992.86645508
2008-10-29,3029.74121094,2954.16918945,3009.75878906
2008-10-30,3037.23999023,3025.67675781,3054.4831543
2008-10-31,2977.46679688,3033.06933594,3019.19116211
2008-11-02,2981.37597656,2993.2434082,2989.05273438
2008-11-03,2981.37597656,2993.2434082,2989.05273438
2008-11-04,2992.41748047,2958.13647461,3079.89355469
2008-11-05,3010.03735352,2968.29541016,3036.24291992
2008-11-06,2922.0144043,2971.69799805,2975.42553711
2008-11-07,2955.89453125,2918.44433594,2961.31665039
2008-11-09,2987.35400391,2943.78881836,3482.14282227
2008-11-10,2987.35400391,2943.78881836,3482.14282227
2008-11-11,2867.40600586,2935.95385742,2931.87963867
2008-11-12,2830.6940918,2911.60668945,2869.52026367
2008-11-13,2818.375,2885.70043945,2910.62402344
2008-11-14,2859.26635742,2857.68261719,2827.46972656
2008-11-16,2868.54052734,2885.39770508,2872.53833008
2008-11-17,2868.54052734,2885.39770508,2872.53833008
2008-11-18,2862.64916992,2929.27026367,2874.89233398
2008-11-19,2896.60620117,2925.31958008,2902.24731445
2008-11-20,2883.62036133,2915.76000977,2896.58496094
2008-11-21,2853.99511719,2887.13378906,2933.2824707
2008-11-23,2873.03198242,2895.19458008,2918.86914062
2008-11-24,2873.03198242,2895.19458008,2918.86914062
2008-11-25,2920.28369141,2870.52197266,2928.20996094
2008-11-26,2960.11572266,2943.07006836,2924.32421875
2008-11-27,2931.05004883,2945.83813477,2966.90771484
2008-11-28,2912.01611328,2933.24902344,2946.35668945
2008-11-30,2917.94238281,2914.9309082,2882.63696289
2008-12-01,2917.94238281,2914.9309082,2882.63696289
2008-12-02,2937.01831055,2907.49560547,2911.48779297
2008-12-03,2932.9909668,2920.70214844,2943.70214844
2008-12-04,2936.23242188,2915.8659668,2964.72314453
2008-12-05,2966.87207031,2908.90478516,2944.32910156
2008-12-07,3410.11132812,2893.03173828,3359.27099609
2008-12-08,3410.11132812,2893.03173828,3359.27099609
2008-12-09,2913.79589844,2951.19750977,2981.01318359
2008-12-10,2943.38867188,2975.30688477,2944.51611328
2008-12-11,2990.97558594,2948.01733398,3027.79418945
2008-12-12,2975.9362793,2997.04394531,2988.38696289
2008-12-14,3062.70043945,3036.02929688,3050.93579102
2008-12-15,3062.70043945,3036.02929688,3050.93579102
2008-12-16,3119.07666016,3045.8203125,3156.62280273
2008-12-17,3068.69921875,3112.09887695,3146.48901367
2008-12-18,3119.46142578,3078.10375977,3124.6328125
2008-12-19,2986.1574707,3026.81640625,3067.84375
2008-12-21,2975.65551758,3025.32714844,2995.96337891
2008-12-22,2975.65551758,3025.32714844,2995.96337891
2008-12-23,2992.87792969,3053.83911133,2985.82568359
2008-12-24,2991.60864258,2989.36450195,3006.29418945
2008-12-25,2990.66577148,2984.05786133,3017.34985352
2008-12-26,2991.12084961,2984.25561523,3009.44140625
2008-12-28,3079.18017578,3131.74487305,3054.65405273
2008-12-29,3079.18017578,3131.74487305,3054.65405273
2008-12-30,3140.93432617,3137.86450195,3088.03662109
2008-12-31,3193.72021484,3080.10986328,3144.59106445
2009-01-01,3197.49707031,3189.27124023,3211.90649414
2009-01-02,3093.39477539,3088.35961914,3112.2824707
2009-01-04,3029.25683594,3026.515625,3097.25854492
2009-01-05,3029.25683594,3026.515625,3097.25854492
2009-01-06,2914.92724609,2967.13085938,2989.44897461
2009-01-07,2969.78344727,2973.6628418,2977.05078125
2009-01-08,2954.19067383,2986.48901367,3018.22314453
2009-01-09,2983.23510742,2975.26855469,2969.3527832
2009-01-11,2923.44677734,2955.02929688,2939.73168945
2009-01-12,2923.44677734,2955.02929688,2939.73168945
2009-01-13,2913.42114258,2903.49316406,2931.59667969
2009-01-14,2897.17138672,2928.30566406,2921.2644043
2009-01-15,2885.69604492,2930.78027344,2898.81738281
2009-01-16,2940.19921875,2908.765625,2914.11645508
2009-01-18,2941.0378418,2894.20068359,2958.84106445
2009-01-19,2941.0378418,2894.20068359,2958.84106445
2009-01-20,2878.10864258,2894.4934082,2925.98901367
2009-01-21,2848.63378906,2888.90307617,2914.72802734
2009-01-22,2873.06689453,2853.9128418,2880.61816406
2009-01-23,2828.56445312,2828.46972656,2881.44433594
2009-01-25,2867.52661133,2843.15332031,2882.49560547
2009-01-26,2867.52661133,2843.15332031,2882.49560547
2009-01-27,2933.02172852,2861.36376953,2901.48193359
2009-01-28,3016.16552734,3005.80712891,2957.26831055
2009-01-29,2904.69921875,3088.37402344,2956.52978516
2009-01-30,3021.69433594,3008.75561523,2913.98193359
2009-02-01,3144.78295898,3010.62548828,3031.42016602
2009-02-02,3144.78295898,3010.62548828,3031.42016602
2009-02-03,3193.3581543,3019.98876953,3077.96728516
2009-02-04,3166.33886719,3103.5456543,3094.59399414
2009-02-05,3161.97412109,3157.9753418,3129.97387695
2009-02-06,3136.75561523,3112.72143555,3169.03686523
2009-02-08,3143.22363281,3125.4831543,3142.5246582
2009-02-09,3143.22363281,3125.4831543,3142.5246582
2009-02-10,3171.69262695,3138.14941406,3196.22045898
2009-02-11,3169.65209961,3162.44897461,3199.87524414
2009-02-12,3256.24560547,3146.48339844,3197.57275391
2009-02-13,3215.22314453,3205.20214844,3224.62084961
2009-02-15,3148.04638672,3159.20166016,3171.31958008
2009-02-16,3148.04638672,3159.20166016,3171.31958008
2009-02-17,3223.49267578,3111.20874023,3167.57080078
2009-02-18,3210.11547852,3198.05664062,3126.42944336
2009-02-19,3226.78637695,3201.8190918,3186.94946289
2009-02-20,3169.73168945,3131.84741211,3223.79125977
2009-02-22,3272.22485352,3253.6940918,3187.16552734
2009-02-23,3272.22485352,3253.6940918,3187.16552734
2009-02-24,3322.77685547,3295.19970703,3276.28857422
2009-02-25,3280.31567383,3273.02758789,3267.34863281
2009-02-26,3239.92236328,3242.31005859,3261.70483398
2009-02-27,3226.7878418,3225.39941406,3244.60083008
2009-03-01,3250.32666016,3245.63696289,3190.65307617
2009-03-02,3250.32666016,3245.63696289,3190.65307617
2009-03-03,3255.76147461,3165.72265625,3201.62719727
2009-03-04,3237.87353516,3123.35571289,3172.20507812
2009-03-05,3220.74707031,3206.15258789,3147.89086914
2009-03-06,3205.01464844,3181.65258789,3209.32104492
2009-03-08,3174.87548828,3194.00146484,3200.32543945
2009-03-09,3174.87548828,3194.00146484,3200.32543945
2009-03-10,3213.5,3162.30566406,3211.43359375
2009-03-11,3206.80297852,3174.17016602,3220.91015625
2009-03-12,3180.8684082,3165.77075195,3216.98486328
2009-03-13,3167.83032227,3153.39672852,3171.74902344
2009-03-15,3168.49389648,3143.08520508,3113.85205078
2009-03-16,3168.49389648,3143.08520508,3113.85205078
2009-03-17,3116.24316406,3151.97143555,3117.86865234
2009-03-18,3219.9777832,3041.38232422,3167.09545898
2009-03-19,3196.89599609,3141.23461914,3126.07275391
2009-03-20,3202.62939453,3165.99926758,3210.43896484
2009-03-22,3164.3034668,3169.63793945,3190.59863281
2009-03-23,3164.3034668,3169.63793945,3190.59863281
2009-03-24,3168.09790039,3158.72949219,3172.37963867
2009-03-25,3244.90161133,3209.51831055,3181.43432617
2009-03-26,3217.33007812,3096.44750977,3125.53710938
2009-03-27,3313.70532227,3168.35644531,3244.9987793
2009-03-29,3370.38647461,3354.5065918,3168.82226562
2009-03-30,3370.38647461,3354.5065918,3168.82226562
2009-03-31,3381.94946289,3349.54711914,3254.37792969
2009-04-01,3380.42700195,3264.99414062,3290.53076172
2009-04-02,3285.9296875,3324.55078125,3325.40917969
2009-04-03,3253.56811523,3261.99511719,3254.75341797
2009-04-05,3222.73608398,3212.70117188,3226.92797852
2009-04-06,3222.73608398,3212.70117188,3226.92797852
2009-04-07,3195.86791992,3189.72363281,3227.06079102
2009-04-08,3182.97485352,3121.9074707,3157.18017578
2009-04-09,3167.60546875,3162.56958008,3174.04882812
2009-04-10,3168.15112305,3147.42016602,3170.55786133
2009-04-12,3195.32788086,3141.38183594,3202.04638672
2009-04-13,3195.32788086,3141.38183594,3202.04638672
2009-04-14,3172.49609375,3164.13793945,3158.12695312
2009-04-15,3130.57983398,3114.26904297,3121.40356445
2009-04-16,3096.08520508,3102.37475586,3116.33544922
2009-04-17,3001.77441406,3033.30249023,3073.81640625
2009-04-19,2972.09960938,2908.27661133,3012.04321289
2009-04-20,2972.09960938,2908.27661133,3012.04321289
2009-04-21,3007.37304688,2999.53540039,3002.078125
2009-04-22,3010.83349609,3020.09985352,3017.15161133
2009-04-23,3018.47607422,2960.18798828,2999.17089844
2009-04-24,3003.87109375,2990.88232422,3031.89086914
2009-04-26,2939.68334961,2948.7512207,2999.0703125
2009-04-27,2939.68334961,2948.7512207,2999.0703125
2009-04-28,3019.98510742,2983.51196289,3027.8972168
2009-04-29,3047.45239258,2991.20629883,3039.72045898
2009-04-30,3032.18823242,3022.78320312,3017.65112305
2009-05-01,3039.71118164,2987.0715332,3008.28930664
2009-05-03,3074.21850586,3027.54003906,3029.36621094
2009-05-04,3074.21850586,3027.54003906,3029.36621094
2009-05-05,3000.07983398,2994.21899414,2996.56030273
2009-05-06,2947.08105469,2932.71313477,2960.16455078
2009-05-07,2955.63183594,2934.9309082,2950.93896484
2009-05-08,3010.13378906,2956.01367188,2980.51831055
2009-05-10,3025.11401367,2983.71435547,2966.34960938
2009-05-11,3025.11401367,2983.71435547,2966.34960938
2009-05-12,3018.27075195,3001.23461914,2999.04052734
2009-05-13,2976.31494141,2973.32519531,2990.49145508
2009-05-14,3068.11206055,3044.69604492,3028.10839844
2009-05-15,3043.35522461,3034.99536133,3030.53027344
2009-05-17,3007.57910156,2996.33398438,3008.88452148
2009-05-18,3007.57910156,2996.33398438,3008.88452148
2009-05-19,3022.28881836,3000.69042969,3021.02148438
2009-05-20,3024.54370117,2983.24975586,3017.41186523
2009-05-21,3070.4621582,3032.46704102,3008.96777344
2009-05-22,3042.3034668,3020.6887207,3052.51904297
2009-05-24,3041.33447266,3033.25244141,3047.35302734
2009-05-25,3041.33447266,3033.25244141,3047.35302734
2009-05-26,3094.08178711,3064.8737793,3034.45458984
2009-05-27,3061.45043945,3059.24951172,3055.25219727
2009-05-28,3027.91796875,2998.55151367,3038.75512695
2009-05-29,3066.28344727,3016.6574707,3068.02099609
2009-05-31,3134.47216797,3120.90136719,3082.19360352
2009-06-01,3134.47216797,3120.90136719,3082.19360352
2009-06-02,2967.60522461,3062.20922852,2972.53930664
2009-06-03,2868.70507812,2861.05395508,2906.66674805
2009-06-04,2930.5847168,2909.09619141,2900.60351562
2009-06-05,2882.41210938,2874.98095703,2885.55688477
2009-06-07,2868.18579102,2849.17211914,2868.52075195
2009-06-08,2868.18579102,2849.17211914,2868.52075195
2009-06-09,2898.44873047,2855.52001953,2900.02392578
2009-06-10,2882.07397461,2868.51586914,2857.10229492
2009-06-11,2850.40991211,2818.70947266,2862.63037109
2009-06-12,2824.02026367,2816.46948242,2797.89746094
2009-06-14,2772.14892578,2775.63720703,2774.11425781
2009-06-15,2772.14892578,2775.63720703,2774.11425781
2009-06-16,2808.85668945,2793.01953125,2752.54907227
2009-06-17,2789.56347656,2764.32641602,2797.94799805
2009-06-18,2830.30688477,2870.93969727,2774.92333984
2009-06-19,2865.13256836,2852.6003418,2876.44580078
2009-06-21,2883.9621582,2878.04589844,2824.44042969
2009-06-22,2883.9621582,2878.04589844,2824.44042969
2009-06-23,2879.27612305,2832.10693359,2886.66918945
2009-06-24,2998.70361328,2988.24682617,2868.33203125
2009-06-25,2990.96533203,2971.28320312,2995.83862305
2009-06-26,3011.56567383,3022.29296875,2996.00488281
2009-06-28,2973.99731445,3009.57983398,2977.35229492
2009-06-29,2973.99731445,3009.57983398,2977.35229492
2009-06-30,3015.54077148,3008.44580078,2998.04760742
2009-07-01,2979.33984375,2950.50976562,2991.77807617
2009-07-02,2860.59228516,2923.25708008,2899.81176758
2009-07-03,2880.65551758,2877.84350586,2894.5559082
2009-07-05,2869.06323242,2872.25634766,2873.36035156
2009-07-06,2869.06323242,2872.25634766,2873.36035156
2009-07-07,2880.60131836,2878.51806641,2908.36523438
2009-07-08,2861.86181641,2852.93310547,2874.14794922
2009-07-09,2890.32910156,2867.35986328,2898.70581055
2009-07-10,2888.79296875,2878.20532227,2907.66015625
2009-07-12,2883.0847168,2879.9440918,2885.2644043
2009-07-13,2883.0847168,2879.9440918,2885.2644043
2009-07-14,2844.04956055,2834.22387695,2852.97802734
2009-07-15,2838.30664062,2810.75878906,2844.36328125
2009-07-16,2798.23535156,2824.86767578,2800.78173828
2009-07-17,2801.10571289,2793.81567383,2809.38793945
2009-07-19,2849.46850586,2827.44824219,2820.8996582
2009-07-20,2849.46850586,2827.44824219,2820.8996582
2009-07-21,2816.98144531,2819.82128906,2804.3112793
2009-07-22,2819.88256836,2818.84155273,2770.79833984
2009-07-23,2761.84423828,2810.9777832,2744.43115234
2009-07-24,2727.7121582,2766.08447266,2727.7121582
2009-07-26,2835.16162109,2827.80371094,2740.31542969
2009-07-27,2835.16162109,2827.80371094,2740.31542969
2009-07-28,2864.57958984,2863.89111328,2776.68334961
2009-07-29,2915.04345703,2914.59399414,2769.12280273
2009-07-30,2878.9543457,2926.98022461,2868.25317383
2009-07-31,2866.12670898,2898.63964844,2866.12670898
2009-08-02,2945.796875,2914.75341797,2882.79321289
2009-08-03,2945.796875,2914.75341797,2882.79321289
2009-08-04,2947.3684082,2943.37890625,2847.54174805
2009-08-05,2945.75415039,2945.62670898,2818.96704102
2009-08-06,2883.21948242,2880.19775391,2804.88696289
2009-08-07,2848.14160156,2848.14160156,2800.6015625
2009-08-09,2864.36987305,2863.68188477,2798.56030273
2009-08-10,2864.36987305,2863.68188477,2798.56030273
2009-08-11,2868.22045898,2868.01757812,2826.46240234
2009-08-12,2866.16040039,2868.50537109,2845.3190918
2009-08-13,2859.46801758,2878.02661133,2840.56958008
2009-08-14,2847.07617188,2847.07617188,2798.34619141
2009-08-16,2838.11987305,2837.50854492,2817.58837891
2009-08-17,2838.11987305,2837.50854492,2817.58837891
2009-08-18,2884.01611328,2877.08764648,2809.37866211
2009-08-19,2827.69824219,2847.59057617,2816.78100586
2009-08-20,2866.26953125,2926.54418945,2832.96679688
2009-08-21,2855.58813477,2878.50170898,2834.96582031
2009-08-23,2812.58959961,2852.89794922,2812.66552734
2009-08-24,2812.58959961,2852.89794922,2812.66552734
2009-08-25,2813.67871094,2813.59814453,2817.42114258
2009-08-26,2908.47485352,2908.43334961,2807.31494141
2009-08-27,2932.08789062,2927.58520508,2863.30444336
2009-08-28,2895.54541016,2883.86743164,2895.54541016
2009-08-30,2944.55126953,2936.42260742,2868.57763672
2009-08-31,2944.55126953,2936.42260742,2868.57763672
2009-09-01,2947.57202148,2945.72998047,2832.98242188
2009-09-02,2969.01098633,2968.62963867,2891.41479492
2009-09-03,2882.64160156,2882.14819336,2879.57666016
2009-09-04,2890.26416016,2890.26416016,2890.26416016
2009-09-06,2843.17944336,2840.31518555,2840.75268555
2009-09-07,2843.17944336,2840.31518555,2840.75268555
2009-09-08,2932.72998047,2932.6875,2883.40991211
2009-09-09,2922.69189453,2922.47924805,2853.54467773
2009-09-10,2904.59448242,2946.02099609,2875.56176758
2009-09-11,2888.30249023,2892.67651367,2856.37231445
2009-09-13,2900.82128906,2888.30249023,2853.81665039
2009-09-14,2900.82128906,2888.30249023,2853.81665039
2009-09-15,2873.15527344,2921.85913086,2865.21386719
2009-09-16,2926.20483398,2925.04321289,2880.37792969
2009-09-17,2832.55981445,2879.9128418,2833.21533203
2009-09-18,2876.98852539,2876.98852539,2839.90405273
2009-09-20,2813.02758789,2882.14501953,2817.41308594
2009-09-21,2813.02758789,2882.14501953,2817.41308594
2009-09-22,2837.97192383,2860.3137207,2823.41943359
2009-09-23,2815.61547852,2820.06030273,2802.79272461
2009-09-24,2775.91381836,2771.5690918,2756.71484375
2009-09-25,2774.42480469,2774.42480469,2772.66235352
2009-09-27,2755.29296875,2810.27001953,2765.61376953
2009-09-28,2755.29296875,2810.27001953,2765.61376953
2009-09-29,2757.83569336,2802.85253906,2752.71142578
2009-09-30,2819.6262207,2816.94287109,2783.94189453
2009-10-01,2739.43945312,2796.80688477,2740.83764648
2009-10-02,2748.17626953,2746.29321289,2748.17626953
2009-10-04,2813.24682617,2799.82470703,2761.87670898
2009-10-05,2813.24682617,2799.82470703,2761.87670898
2009-10-06,2784.60693359,2784.12280273,2769.39379883
2009-10-07,2786.359375,2805.72875977,2763.89379883
2009-10-08,2744.8894043,2755.05688477,2745.3762207
2009-10-09,2733.16650391,2745.69042969,2705.17163086
2009-10-11,2702.07104492,2710.02587891,2703.35058594
2009-10-12,2702.07104492,2710.02587891,2703.35058594
2009-10-13,2687.13452148,2689.44213867,2688.5715332
2009-10-14,2737.04638672,2769.40063477,2666.75634766
2009-10-15,2759.37353516,2755.41748047,2685.25439453
2009-10-16,2750.52929688,2750.52929688,2706.84863281
2009-10-18,2752.04663086,2739.01171875,2716.53027344
2009-10-19,2752.04663086,2739.01171875,2716.53027344
2009-10-20,2785.28662109,2783.41601562,2748.23754883
2009-10-21,2888.82885742,2888.82885742,2821.8840332
2009-10-22,2879.01806641,2876.72485352,2802.68383789
2009-10-23,2837.65112305,2893.9387207,2831.34692383
2009-10-25,2884.65820312,2881.78881836,2835.93115234
2009-10-26,2884.65820312,2881.78881836,2835.93115234
2009-10-27,2841.16162109,2832.93432617,2862.06835938
2009-10-28,2877.95825195,2963.99731445,2857.4609375
2009-10-29,2936.85522461,2915.38769531,2905.77587891
2009-10-30,2865.85644531,2860.41992188,2872.55371094
2009-11-01,2923.79541016,2911.49316406,2884.74951172
2009-11-02,2923.79541016,2911.49316406,2884.74951172
2009-11-03,2927.05200195,2906.79785156,2895.32128906
2009-11-04,2906.89013672,2880.62792969,2895.09741211
2009-11-05,2920.56616211,2907.97583008,2885.50463867
2009-11-06,2941.56958008,2934.64086914,2907.56982422
2009-11-08,2973.09057617,2941.56958008,2927.11132812
2009-11-09,2973.09057617,2941.56958008,2927.11132812
2009-11-10,2952.24267578,2943.0222168,2909.73291016
2009-11-11,2942.85107422,2941.92431641,2918.40991211
2009-11-12,2938.68579102,2932.54272461,2900.56176758
2009-11-13,2931.09106445,2928.04467773,2887.82348633
2009-11-15,2944.30541992,2929.66137695,2904.74194336
2009-11-16,2944.30541992,2929.66137695,2904.74194336
2009-11-17,2920.34863281,2909.80981445,2907.49291992
2009-11-18,2916.01855469,2907.10644531,2896.37353516
2009-11-19,2917.61767578,2903.88671875,2869.53686523
2009-11-20,2925.21948242,2922.88549805,2885.5
2009-11-22,2944.52099609,2925.21948242,2894.14453125
2009-11-23,2944.52099609,2925.21948242,2894.14453125
2009-11-24,2945.44628906,2930.359375,2899.70629883
2009-11-25,2984.73608398,2956.49047852,2923.50097656
2009-11-26,2905.20629883,2901.73046875,2912.54174805
2009-11-27,2978.69799805,2947.50244141,2917.09155273
2009-11-29,3004.7824707,2989.5859375,2916.8112793
2009-11-30,3004.7824707,2989.5859375,2916.8112793
2009-12-01,2966.39477539,2981.69946289,2971.91088867
2009-12-02,2998.88476562,2991.76123047,2954.17114258
2009-12-03,2996.51977539,2991.65209961,2963.51806641
2009-12-04,2955.07226562,2958.87817383,2950.37426758
2009-12-06,2914.51464844,2963.4987793,2926.85107422
2009-12-07,2914.51464844,2963.4987793,2926.85107422
2009-12-08,2891.49169922,2887.62988281,2924.71899414
2009-12-09,2896.0090332,2884.234375,2903.88354492
2009-12-10,2923.36230469,2915.33251953,2929.40307617
2009-12-11,2930.67651367,2925.07470703,2931.74536133
2009-12-13,2881.55737305,2929.41821289,2887.05810547
2009-12-14,2881.55737305,2929.41821289,2887.05810547
2009-12-15,2908.85058594,2903.07128906,2867.17407227
2009-12-16,2857.55786133,2854.19946289,2869.77197266
2009-12-17,2820.47631836,2813.05004883,2857.24658203
2009-12-18,2846.99584961,2830.26391602,2858.68652344
2009-12-20,2847.20336914,2843.46606445,2863.97924805
2009-12-21,2847.20336914,2843.46606445,2863.97924805
2009-12-22,2930.6953125,2924.02661133,2867.25708008
2009-12-23,2936.0324707,2927.60742188,2881.52392578
2009-12-24,2897.4206543,2886.95556641,2904.06298828
2009-12-25,2948.20654297,2940.83862305,2956.16650391
2009-12-27,2923.88427734,2920.06420898,2900.73828125
2009-12-28,2923.88427734,2920.06420898,2900.73828125
2009-12-29,2934.59545898,2933.75415039,2894.83178711
2009-12-30,2925.77978516,2926.98242188,2882.60449219
2009-12-31,2921.28710938,2917.90087891,2897.03588867
2010-01-01,2924.02,2959.1,2889.3
2010-01-03,2914.94189453,2887.9284668,2920.58666992
2010-01-04,2914.94189453,2887.9284668,2920.58666992
2010-01-05,2854.51611328,2913.44335938,2877.79150391
2010-01-06,2838.31469727,2855.95898438,2818.21069336
2010-01-07,2773.11669922,2778.60449219,2797.67163086
2010-01-08,2791.28417969,2764.15673828,2796.11962891
2010-01-10,2801.25366211,2781.51611328,2809.57080078
2010-01-11,2801.25366211,2781.51611328,2809.57080078
2010-01-12,2793.40454102,2790.13256836,2806.36425781
2010-01-13,2798.61157227,2786.02709961,2808.85107422
2010-01-14,2810.66040039,2803.42480469,2818.43457031
2010-01-15,2787.24389648,2778.48706055,2809.15527344
2010-01-17,2785.39746094,2775.77075195,2785.39746094
2010-01-18,2785.39746094,2775.77075195,2785.39746094
2010-01-19,2764.8059082,2760.15454102,2790.55029297
2010-01-20,2707.21044922,2702.74853516,2741.6796875
2010-01-21,2707.33178711,2694.92480469,2715.63916016
2010-01-22,2745.48901367,2735.39306641,2717.40966797
2010-01-24,2759.12329102,2757.96264648,2746.8737793
2010-01-25,2759.12329102,2757.96264648,2746.8737793
2010-01-26,2712.25585938,2704.90429688,2730.86914062
2010-01-27,2714.70849609,2709.04516602,2727.56762695
2010-01-28,2727.53930664,2724.00097656,2743.48095703
2010-01-29,2714.03588867,2713.62207031,2737.53393555
2010-01-31,2751.97412109,2737.90380859,2716.4777832
2010-02-01,2751.97412109,2737.90380859,2716.4777832
2010-02-02,2740.74072266,2744.48242188,2701.32788086
2010-02-03,2734.33691406,2731.41333008,2696.6875
2010-02-04,2733.87036133,2728.91918945,2682.06518555
2010-02-05,2726.43945312,2708.10131836,2686.25927734
2010-02-07,2730.93481445,2727.05004883,2685.89379883
2010-02-08,2730.93481445,2727.05004883,2685.89379883
2010-02-09,2712.31298828,2730.18896484,2721.53564453
2010-02-10,2692.2019043,2695.23339844,2667.18237305
2010-02-11,2665.20727539,2662.21484375,2650.62255859
2010-02-12,2635.63354492,2618.65136719,2601.67822266
2010-02-14,2585.6652832,2581.87207031,2591.72924805
2010-02-15,2585.6652832,2581.87207031,2591.72924805
2010-02-16,2647.41113281,2627.32250977,2615.42285156
2010-02-17,2622.05395508,2619.23852539,2610.20654297
2010-02-18,2596.72070312,2599.93530273,2588.50683594
2010-02-19,2611.37133789,2598.53857422,2574.4675293
2010-02-21,2604.11694336,2591.35400391,2574.95507812
2010-02-22,2604.11694336,2591.35400391,2574.95507812
2010-02-23,2599.8972168,2594.28222656,2570.51708984
2010-02-24,2558.4387207,2550.83837891,2571.27685547
2010-02-25,2625.98657227,2611.046875,2573.0065918
2010-02-26,2641.01293945,2625.98657227,2605.76953125
2010-02-28,2594.42602539,2575.39038086,2590.40161133
2010-03-01,2594.42602539,2575.39038086,2590.40161133
2010-03-02,2602.90405273,2569.37744141,2557.59155273
2010-03-03,2636.19433594,2616.33447266,2552.73828125
2010-03-04,2604.0534668,2616.59423828,2591.56176758
2010-03-05,2585.41967773,2594.95874023,2565.93017578
2010-03-07,2579.04614258,2577.74755859,2550.39526367
2010-03-08,2579.04614258,2577.74755859,2550.39526367
2010-03-09,2564.9050293,2564.20654297,2534.08984375
2010-03-10,2581.31420898,2563.4074707,2530.60180664
2010-03-11,2590.63110352,2582.93041992,2528.84716797
2010-03-12,2601.14013672,2588.39941406,2568.72875977
2010-03-14,2549.61499023,2543.73535156,2566.63110352
2010-03-15,2549.61499023,2543.73535156,2566.63110352
2010-03-16,2613.31713867,2592.86083984,2560.85131836
2010-03-17,2602.04150391,2600.64794922,2573.19311523
2010-03-18,2583.93017578,2579.57543945,2550.70092773
2010-03-19,2580.13842773,2574.04077148,2538.77197266
2010-03-21,2585.87939453,2567.14160156,2531.98925781
2010-03-22,2585.87939453,2567.14160156,2531.98925781
2010-03-23,2567.00341797,2567.76220703,2528.18969727
2010-03-24,2542.89257812,2538.4934082,2524.74560547
2010-03-25,2558.95043945,2551.81933594,2505.91625977
2010-03-26,2594.8425293,2574.09667969,2535.54003906
2010-03-28,2601.84960938,2588.48095703,2550.03662109
2010-03-29,2601.84960938,2588.48095703,2550.03662109
2010-03-30,2589.50512695,2586.29931641,2565.2722168
2010-03-31,2587.53222656,2567.80981445,2561.80322266
2010-04-01,2604.0534668,2580.81030273,2563.70874023
2010-04-02,2588.89624023,2583.73217773,2547.13012695
2010-04-04,2576.41577148,2571.38623047,2553.98657227
2010-04-05,2576.41577148,2571.38623047,2553.98657227
2010-04-06,2562.45336914,2555.43676758,2533.81201172
2010-04-07,2577.58813477,2574.01464844,2513.30932617
2010-04-08,2589.38574219,2574.76513672,2507.91992188
2010-04-09,2589.47729492,2559.38085938,2563.28564453
2010-04-11,2619.95092773,2601.62817383,2589.62182617
2010-04-12,2619.95092773,2601.62817383,2589.62182617
2010-04-13,2570.52636719,2620.48950195,2573.04785156
2010-04-14,2657.45336914,2647.11474609,2597.5925293
2010-04-15,2629.29296875,2631.97045898,2611.39355469
2010-04-16,2572.11132812,2623.13647461,2578.56518555
2010-04-18,2630.01708984,2616.88769531,2571.30126953
2010-04-19,2630.01708984,2616.88769531,2571.30126953
2010-04-20,2574.29589844,2573.32788086,2590.93505859
2010-04-21,2609.69702148,2604.63989258,2570.06445312
2010-04-22,2591.62939453,2593.90478516,2567.23388672
2010-04-23,2609.8828125,2575.7878418,2570.65136719
2010-04-25,2603.85961914,2583.39868164,2567.9753418
2010-04-26,2603.85961914,2583.39868164,2567.9753418
2010-04-27,2573.55834961,2578.3293457,2555.09521484
2010-04-28,2606.8918457,2588.38964844,2551.57128906
2010-04-29,2595.55957031,2592.265625,2563.19702148
2010-04-30,2598.4387207,2586.08154297,2565.54296875
2010-05-02,2588.50561523,2580.6706543,2560.37109375
2010-05-03,2588.50561523,2580.6706543,2560.37109375
2010-05-04,2574.63989258,2578.52905273,2542.97998047
2010-05-05,2501.34545898,2497.6965332,2536.48339844
2010-05-06,2520.27563477,2519.37475586,2524.77709961
2010-05-07,2579.27905273,2546.15063477,1.27959060669
2010-05-09,2585.23730469,2573.66040039,2592.98535156
2010-05-10,2585.23730469,2573.66040039,2592.98535156
2010-05-11,2504.51538086,2502.33447266,2494.65576172
2010-05-12,2496.20825195,2490.16552734,2467.03930664
2010-05-13,2450.52563477,2446.07763672,2454.30200195
2010-05-14,2447.28466797,2446.89135742,2409.88549805
2010-05-16,2387.75073242,2422.26806641,2391.15844727
2010-05-17,2387.75073242,2422.26806641,2391.15844727
2010-05-18,2407.77514648,2406.79443359,2414.68115234
2010-05-19,2351.52685547,2349.39038086,2358.79199219
2010-05-20,2509.51538086,2477.03149414,2468.06396484
